,证券代码,证券简称,报告期,披露日期,本期净利润,上年同期净利润,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入本期,营业收入上年同期,营业收入增长率%,经营现金流,基本
50233,600507,方大特钢,2017-03-31,2016/4/23,2.85亿,6182.29万,360.84,10.2,3.02,237.75,27.56亿,16.97亿,62.43,5.47亿,0.21
50234,600507,方大特钢,2016-12-31,2016/4/15,6.66亿,1.06亿,528.6,28.51,4.2,578.81,89.24亿,81.48亿,9.52,13.45亿,0.5
50235,600507,方大特钢,2016-09-30,2015/10/24,4.63亿,1.60亿,189.27,20.69,6.31,227.89,60.35亿,63.14亿,-4.42,8.79亿,0.35
50236,600507,方大特钢,2016-06-30,2015/8/12,2.59亿,1.45亿,77.95,12.25,5.81,110.84,37.93亿,42.80亿,-11.4,6.47亿,0.2
50237,600507,方大特钢,2016-03-31,2015/4/25,6182.29万,6629.12万,-6.74,3.02,2.24,34.82,16.97亿,20.47亿,-17.11,4.79亿,0.05
50238,600507,方大特钢,2015-12-31,2015/3/18,1.06亿,5.66亿,-81.28,4.2,20.45,-79.46,81.48亿,115.61亿,-29.52,7.07亿,0.08
50239,600507,方大特钢,2015-09-30,2014/10/25,1.60亿,4.40亿,-63.61,6.31,16.2,-61.05,63.14亿,87.33亿,-27.7,8.99亿,0.12
50240,600507,方大特钢,2015-06-30,2014/8/15,1.47亿,3.02亿,-51.38,5.81,11.15,-47.89,42.64亿,58.01亿,-26.49,4.44亿,0.11
50241,600507,方大特钢,2015-03-31,2014/4/24,6755.73万,1.61亿,-57.91,2.24,6.02,-62.79,20.36亿,28.23亿,-27.87,544.60万,0.05
50397,600512,腾达建设,2018-09-30,2017/10/28,1235.08万,2.34亿,-94.72,0.24,2.95,-91.86,23.95亿,23.00亿,4.13,-1.84亿,0.01
50398,600512,腾达建设,2018-03-31,2017/4/28,-1.37亿,3544.93万,-487.05,-2.94,0.76,-486.84,5.95亿,6.67亿,-10.88,-2.96亿,-0.09
50399,600512,腾达建设,2017-12-31,2017/3/25,1.44亿,8447.41万,69.97,3.06,3.13,-2.24,35.90亿,30.68亿,16.99,1.71亿,0.09
50400,600512,腾达建设,2017-09-30,2016/10/28,1.38亿,6012.79万,129.85,2.95,2.93,0.68,23.00亿,20.97亿,9.72,-1.26亿,0.09
50401,600512,腾达建设,2017-06-30,2016/8/10,8502.01万,4436.73万,91.63,1.82,2.17,-16.13,15.28亿,15.31亿,-0.2,-2.06亿,0.05
50402,600512,腾达建设,2017-03-31,2016/4/29,3544.93万,53.63万,6509.88,0.76,0.03,2433.33,6.67亿,6.91亿,-3.46,-2.23亿,0.02
50403,600512,腾达建设,2016-12-31,2016/4/29,8447.41万,-2869.69万,394.37,3.13,-1.52,305.92,30.68亿,29.21亿,5.04,2.02亿,0.07
50404,600512,腾达建设,2016-09-30,2015/10/29,6012.79万,1787.52万,236.38,2.93,1.51,94.04,20.97亿,20.10亿,4.32,6747.38万,0.05
50405,600512,腾达建设,2016-06-30,2015/8/29,4436.73万,1271.66万,248.89,2.17,1.08,100.93,15.31亿,12.38亿,23.63,1.24亿,0.04
50406,600512,腾达建设,2016-03-31,2015/4/29,53.63万,297.74万,-81.99,0.03,0.14,-78.57,6.91亿,7.40亿,-6.58,5469.14万,0.0
50407,600512,腾达建设,2015-12-31,2015/4/4,-2869.69万,2402.12万,-219.46,-1.52,2.06,-173.79,29.21亿,29.14亿,0.26,-8719.71万,-0.03
50408,600512,腾达建设,2015-09-30,2014/10/30,1787.52万,2775.11万,-35.59,1.51,2.24,-32.59,20.10亿,13.02亿,54.31,-1.27亿,0.02
50409,600512,腾达建设,2015-06-30,2014/8/23,1271.66万,2116.41万,-39.91,1.08,1.76,-38.64,12.38亿,8.82亿,40.44,-2.98亿,0.02
50410,600512,腾达建设,2015-03-31,2014/4/30,297.74万,862.37万,-65.47,0.14,0.82,-82.93,7.40亿,5.27亿,40.45,-1.93亿,0.0
50465,600515,海航基础,2018-09-30,2017/10/31,12.23亿,15.00亿,-18.47,3.81,4.36,-12.61,59.52亿,76.99亿,-22.69,84.36亿,0.31
50466,600515,海航基础,2018-06-30,2017/8/31,8.28亿,10.58亿,-21.78,2.58,3.09,-16.4,28.67亿,55.15亿,-48.02,57.17亿,0.21
50467,600515,海航基础,2018-03-31,2017/4/28,5.78亿,2338.40万,2371.54,1.68,9.85,-82.97,13.11亿,13.44亿,-2.51,17.75亿,0.15
50468,600515,海航基础,2017-12-31,2017/4/15,19.93亿,9.97亿,99.91,5.87,5.04,16.47,111.57亿,101.95亿,9.43,29.50亿,0.51
50469,600515,海航基础,2017-09-30,2016/10/25,15.00亿,7.02亿,113.86,4.36,4.0,9.0,76.99亿,55.43亿,38.89,31.73亿,0.38
50470,600515,海航基础,2017-06-30,2016/8/6,10.60亿,5.22亿,103.06,3.09,1.0,208.9,55.07亿,27.99亿,96.72,27.25亿,0.27
50471,600515,海航基础,2017-03-31,2016/4/29,2542.39万,1.69亿,-84.96,9.85,1.1,795.45,13.42亿,19.30亿,-30.48,4341.83万,0.01
50472,600515,海航基础,2016-12-31,2016/3/28,9.60亿,4.89亿,96.26,5.04,6.83,-26.21,99.37亿,86.78亿,14.51,4.36亿,0.61
50473,600515,海航基础,2016-09-30,2015/10/27,6.55亿,2.67亿,145.92,4.0,4.32,-7.41,53.19亿,58.59亿,-9.22,20.62亿,0.25
50474,600515,海航基础,2016-06-30,2015/8/28,888.97万,1791.71万,-50.38,1.0,1.96,-48.98,7.90亿,6.50亿,21.57,1.16亿,0.02
50475,600515,海航基础,2016-03-31,2015/4/27,972.92万,32.81万,2865.68,1.1,0.04,2650.0,4.07亿,3.55亿,14.39,5142.55万,0.02
50476,600515,海航基础,2015-12-31,2015/4/10,6393.77万,3555.84万,79.81,6.83,4.6,48.48,13.21亿,11.16亿,18.41,2.15亿,0.15
50477,600515,海航基础,2015-09-30,2014/10/29,3991.18万,1312.75万,204.03,4.32,1.65,161.82,9.50亿,7.30亿,30.16,1.25亿,0.09
50478,600515,海航基础,2015-06-30,2014/8/26,1791.71万,1313.66万,36.39,1.96,1.65,18.79,6.50亿,5.19亿,25.19,8500.76万,0.04
50479,600515,海航基础,2015-03-31,2014/4/30,32.81万,551.10万,-94.05,0.04,0.7,-94.25,3.55亿,2.79亿,27.3,5995.78万,0.0
50494,600516,方大炭素,2018-09-30,2017/10/28,45.25亿,20.19亿,124.1,43.28,29.24,48.02,91.76亿,52.29亿,75.47,47.21亿,2.53
50495,600516,方大炭素,2018-06-30,2017/8/22,31.67亿,4.12亿,668.85,28.06,6.83,310.83,60.83亿,18.13亿,235.42,23.60亿,1.77
50496,600516,方大炭素,2018-03-31,2017/4/26,18.94亿,7352.17万,2476.75,17.79,1.25,1323.2,35.22亿,6.93亿,408.4,6.87亿,1.06
50497,600516,方大炭素,2017-12-31,2017/4/18,36.20亿,6744.89万,5267.65,46.62,1.16,3918.97,83.50亿,23.95亿,248.62,34.59亿,2.11
50498,600516,方大炭素,2017-09-30,2016/10/22,20.19亿,7875.20万,2463.89,29.24,1.36,2050.0,52.29亿,17.09亿,206.04,17.93亿,1.16
50499,600516,方大炭素,2017-06-30,2016/8/27,4.12亿,1498.92万,2647.66,6.83,0.26,2526.92,18.13亿,10.72亿,69.23,7.51亿,0.24
50500,600516,方大炭素,2017-03-31,2016/4/26,7352.17万,1103.36万,566.34,1.25,0.19,557.89,6.93亿,4.73亿,46.36,1.20亿,0.04
50501,600516,方大炭素,2016-12-31,2016/4/15,6744.89万,3101.37万,117.48,1.16,0.54,114.81,23.95亿,23.30亿,2.78,3.15亿,0.04
50502,600516,方大炭素,2016-09-30,2015/10/30,7875.20万,1492.60万,427.62,1.36,0.26,423.08,17.09亿,17.97亿,-4.91,3.06亿,0.05
50503,600516,方大炭素,2016-06-30,2015/8/22,1498.92万,2980.42万,-49.71,0.26,0.52,-50.0,10.72亿,11.91亿,-10.06,1.30亿,0.01
50504,600516,方大炭素,2016-03-31,2015/4/25,1103.36万,-1189.61万,192.75,0.19,-0.21,190.48,4.73亿,6.34亿,-25.34,1.72亿,0.01
50505,600516,方大炭素,2015-12-31,2015/4/25,3101.37万,2.79亿,-88.89,0.54,4.91,-89.0,23.30亿,34.49亿,-32.43,4.03亿,0.02
50506,600516,方大炭素,2015-09-30,2014/10/24,1492.60万,3.39亿,-95.6,0.26,5.98,-95.65,17.97亿,26.42亿,-31.99,1.88亿,0.01
50507,600516,方大炭素,2015-06-30,2014/8/28,2980.42万,2.63亿,-88.67,0.52,4.64,-88.79,11.91亿,17.88亿,-33.35,1.62亿,0.02
50508,600516,方大炭素,2015-03-31,2014/4/29,-1189.61万,1.29亿,-109.2,-0.21,2.31,-109.09,6.34亿,9.04亿,-29.89,-1.18亿,-0.01
50765,600525,长园集团,2018-09-30,2017/10/30,12.78亿,6.28亿,103.62,15.78,8.43,87.19,54.02亿,53.14亿,1.65,3323.31万,0.98
50766,600525,长园集团,2018-06-30,2017/8/19,11.40亿,2.65亿,330.72,13.99,3.66,282.24,35.36亿,30.91亿,14.42,-7213.53万,0.87
50767,600525,长园集团,2018-03-31,2017/4/21,8073.38万,4403.80万,83.33,1.02,0.61,67.21,15.77亿,11.68亿,34.97,-1.92亿,0.06
50768,600525,长园集团,2017-12-31,2017/3/14,11.36亿,6.40亿,77.55,15.51,10.28,50.88,74.33亿,58.49亿,27.08,1.41亿,0.88
50769,600525,长园集团,2017-09-30,2016/10/22,6.28亿,4.53亿,38.55,8.43,7.99,5.51,53.14亿,39.50亿,34.54,-5090.41万,0.48
50770,600525,长园集团,2017-06-30,2016/8/20,2.65亿,2.70亿,-1.97,3.66,4.91,-25.46,30.91亿,24.24亿,27.48,-3.20亿,0.2
50771,600525,长园集团,2017-03-31,2016/4/22,4403.80万,1.03亿,-57.1,0.61,1.91,-68.06,11.68亿,11.17亿,4.6,-2.58亿,0.03
50772,600525,长园集团,2016-12-31,2016/4/9,6.40亿,4.83亿,32.53,10.28,13.1,-21.53,58.49亿,41.62亿,40.54,4.45亿,0.53
50773,600525,长园集团,2016-09-30,2015/10/23,4.53亿,3.31亿,36.74,7.99,10.56,-24.34,39.50亿,28.14亿,40.4,-5534.33万,0.39
50774,600525,长园集团,2016-06-30,2015/8/14,2.70亿,1.50亿,79.49,4.91,5.26,-6.65,24.24亿,15.75亿,53.95,-1.06亿,0.25
50775,600525,长园集团,2016-03-31,2015/4/28,1.03亿,4273.66万,140.18,1.91,1.52,25.66,11.17亿,7.24亿,54.2,-1.31亿,0.1
50776,600525,长园集团,2015-12-31,2015/4/17,4.83亿,3.66亿,32.01,13.1,13.8,-5.07,41.62亿,33.49亿,24.28,4.56亿,0.51
50777,600525,长园集团,2015-09-30,2014/10/28,3.31亿,2.54亿,30.61,10.56,9.77,8.09,28.14亿,23.20亿,21.26,-1592.84万,0.37
50778,600525,长园集团,2015-06-30,2014/8/12,1.50亿,1.27亿,18.48,5.26,4.91,7.13,15.75亿,13.85亿,13.7,-2788.23万,0.17
50779,600525,长园集团,2015-03-31,2014/4/28,4273.66万,3238.43万,31.97,1.52,1.27,19.69,7.24亿,5.78亿,25.28,-1.18亿,0.05
50969,600531,豫光金铅,2018-09-30,2017/10/30,3129.55万,1.57亿,-80.1,0.95,5.07,-81.26,136.62亿,122.04亿,11.95,-5.41亿,0.03
50970,600531,豫光金铅,2018-06-30,2017/8/23,6436.12万,8560.06万,-24.81,1.95,2.79,-30.11,90.70亿,77.86亿,16.5,1.13亿,0.06
50971,600531,豫光金铅,2018-03-31,2017/4/28,4405.48万,4884.15万,-9.8,1.34,1.6,-16.25,41.40亿,37.38亿,10.75,147.65万,0.04
50972,600531,豫光金铅,2017-12-31,2017/4/12,2.91亿,1.76亿,65.05,9.28,12.16,-23.68,174.49亿,135.65亿,28.63,1.19亿,0.27
50973,600531,豫光金铅,2017-09-30,2016/10/31,1.57亿,6061.66万,159.4,5.07,4.34,16.82,122.04亿,93.93亿,29.92,10.37亿,0.14
50974,600531,豫光金铅,2017-06-30,2016/8/30,8560.06万,3588.46万,138.54,2.79,2.59,7.72,77.86亿,60.23亿,29.26,5.64亿,0.08
50975,600531,豫光金铅,2017-03-31,2016/4/29,4884.15万,3063.09万,59.45,1.6,2.22,-27.93,37.38亿,29.20亿,27.99,-5.79亿,0.04
50976,600531,豫光金铅,2016-12-31,2016/2/4,1.76亿,1250.54万,1310.77,12.16,0.92,1221.74,135.65亿,109.75亿,23.6,-11.20亿,0.2
50977,600531,豫光金铅,2016-09-30,2015/10/31,6061.66万,-4164.44万,245.56,4.34,-3.11,239.55,93.93亿,81.57亿,15.16,-2.38亿,0.07
50978,600531,豫光金铅,2016-06-30,2015/8/7,3588.46万,705.53万,408.62,2.59,0.52,398.08,60.23亿,57.59亿,4.59,4.66亿,0.04
50979,600531,豫光金铅,2016-03-31,2015/4/29,3063.09万,430.25万,611.93,2.22,0.32,593.75,29.20亿,24.69亿,18.29,3.58亿,0.03
50980,600531,豫光金铅,2015-12-31,2015/4/9,1250.54万,2344.48万,-46.66,0.92,1.73,-46.82,109.75亿,88.79亿,23.61,13.11亿,0.04
50981,600531,豫光金铅,2015-09-30,2014/10/30,-4164.44万,2085.06万,-299.73,-3.11,1.54,-301.95,81.57亿,65.35亿,24.82,8.30亿,-0.14
50982,600531,豫光金铅,2015-06-30,2014/8/28,705.53万,1230.67万,-42.67,0.52,0.86,-39.53,57.59亿,42.30亿,36.16,8.48亿,0.02
50983,600531,豫光金铅,2015-03-31,2014/4/29,430.25万,419.31万,2.61,0.32,0.31,3.23,24.69亿,20.35亿,21.3,5.12亿,0.01
51074,600537,亿晶光电,2018-09-30,2017/10/30,6526.95万,5977.73万,9.19,1.8,1.77,1.69,24.35亿,33.66亿,-27.64,2.07亿,0.06
51075,600537,亿晶光电,2018-06-30,2017/8/22,1713.92万,2955.00万,-42.0,0.48,0.91,-47.25,15.58亿,23.93亿,-34.87,-1.32亿,0.01
51076,600537,亿晶光电,2018-03-31,2017/4/29,533.44万,937.90万,-43.12,0.15,0.31,-51.61,4.43亿,7.83亿,-43.41,-1.20亿,0.0
51077,600537,亿晶光电,2017-12-31,2017/4/25,4867.11万,3.59亿,-86.45,1.42,12.45,-88.59,41.38亿,51.67亿,-19.93,2.32亿,0.04
51078,600537,亿晶光电,2017-09-30,2016/10/28,5977.73万,3.86亿,-84.52,1.77,13.03,-86.42,33.66亿,42.02亿,-19.91,-3.68亿,0.05
51079,600537,亿晶光电,2017-06-30,2016/8/23,2955.00万,2.78亿,-89.38,0.91,9.61,-90.53,23.93亿,31.93亿,-25.05,-2.62亿,0.03
51080,600537,亿晶光电,2017-03-31,2016/4/29,937.90万,9343.82万,-89.96,0.31,3.34,-90.72,7.83亿,12.05亿,-35.02,-2.90亿,0.01
51081,600537,亿晶光电,2016-12-31,2016/3/22,3.59亿,2.33亿,53.86,12.45,9.14,36.21,51.67亿,49.19亿,5.05,4.40亿,0.31
51082,600537,亿晶光电,2016-09-30,2015/10/29,3.86亿,1.48亿,161.1,13.03,5.95,118.99,42.02亿,32.74亿,28.33,3.36亿,0.33
51083,600537,亿晶光电,2016-06-30,2015/8/18,2.78亿,3326.79万,736.42,9.61,1.4,586.43,31.93亿,14.20亿,124.81,5.39亿,0.24
51084,600537,亿晶光电,2016-03-31,2015/4/29,9343.82万,1142.62万,717.75,3.34,0.53,530.19,12.05亿,6.82亿,76.69,9192.75万,0.16
51085,600537,亿晶光电,2015-12-31,2015/4/14,2.33亿,1.20亿,94.79,9.14,9.29,-1.61,49.19亿,32.49亿,51.38,8.61亿,0.4
51086,600537,亿晶光电,2015-09-30,2014/10/30,1.48亿,1.55亿,-4.74,5.95,11.7,-49.15,32.74亿,19.62亿,66.87,4.51亿,0.26
51087,600537,亿晶光电,2015-06-30,2014/8/26,3326.79万,1.03亿,-67.8,1.4,7.94,-82.37,14.20亿,12.69亿,11.91,4548.05万,0.06
51088,600537,亿晶光电,2015-03-31,2014/4/29,1142.62万,3169.65万,-63.95,0.53,2.51,-78.88,6.82亿,4.79亿,42.26,-7818.26万,0.02
51377,600549,厦门钨业,2018-09-30,2017/10/17,4.50亿,5.88亿,-23.42,6.41,8.75,-26.74,141.40亿,101.42亿,39.41,-8.00亿,0.32
51378,600549,厦门钨业,2018-06-30,2017/8/10,3.34亿,4.53亿,-26.27,4.77,6.75,-29.33,86.64亿,61.81亿,40.17,-10.73亿,0.24
51379,600549,厦门钨业,2018-03-31,2017/4/27,3005.49万,1.31亿,-77.09,0.43,2.0,-78.5,34.15亿,23.91亿,42.81,-5.53亿,0.03
51380,600549,厦门钨业,2017-12-31,2017/4/27,6.18亿,1.47亿,320.66,9.24,2.23,314.35,141.88亿,85.28亿,66.37,-9.30亿,0.57
51381,600549,厦门钨业,2017-09-30,2016/10/21,5.88亿,1.53亿,283.85,8.75,2.31,278.79,101.42亿,56.43亿,79.73,-8.22亿,0.54
51382,600549,厦门钨业,2017-06-30,2016/8/18,4.53亿,6842.35万,562.12,6.75,1.03,555.34,61.81亿,34.99亿,76.62,-7.77亿,0.42
51383,600549,厦门钨业,2017-03-31,2016/4/28,1.31亿,2068.27万,534.32,2.0,0.31,545.16,23.91亿,14.83亿,61.25,-5.80亿,0.12
51384,600549,厦门钨业,2016-12-31,2016/4/28,1.47亿,-6.62亿,122.19,2.23,-9.44,123.62,85.28亿,77.55亿,9.98,12.06亿,0.14
51385,600549,厦门钨业,2016-09-30,2015/10/30,1.53亿,-6625.79万,331.02,2.31,-0.91,355.14,56.43亿,60.58亿,-6.84,10.00亿,0.14
51386,600549,厦门钨业,2016-06-30,2015/8/27,6842.35万,3402.51万,101.1,1.03,0.46,123.91,34.99亿,44.15亿,-20.73,4.13亿,0.06
51387,600549,厦门钨业,2016-03-31,2015/4/24,2068.27万,2506.64万,-17.49,0.31,0.34,-8.82,14.83亿,14.37亿,3.17,2.48亿,0.02
51388,600549,厦门钨业,2015-12-31,2015/3/27,-6.62亿,4.41亿,-250.18,-9.44,10.26,-192.01,77.55亿,101.43亿,-23.54,-12.63亿,-0.61
51389,600549,厦门钨业,2015-09-30,2014/10/30,-6625.79万,2.12亿,-131.24,-0.91,5.03,-118.0,60.58亿,60.62亿,-0.07,-4.44亿,-0.06
51390,600549,厦门钨业,2015-06-30,2014/8/29,3402.51万,1.40亿,-75.7,0.46,3.32,-86.14,44.15亿,38.92亿,13.41,-11.09亿,0.03
51391,600549,厦门钨业,2015-03-31,2014/4/25,2506.64万,3067.35万,-18.28,0.34,0.73,-53.42,14.37亿,16.32亿,-11.91,-10.82亿,0.03
51628,600559,老白干酒,2018-09-30,2017/10/28,2.44亿,1.17亿,109.22,10.98,7.01,56.63,24.31亿,17.29亿,40.58,4.65亿,0.38
51629,600559,老白干酒,2018-06-30,2017/8/31,1.46亿,4748.54万,208.01,7.21,2.91,147.77,14.59亿,11.07亿,31.78,1890.05万,0.23
51630,600559,老白干酒,2018-03-31,2017/4/22,7476.72万,4131.49万,80.97,4.28,2.54,68.5,7.38亿,6.95亿,6.14,8739.36万,0.17
51631,600559,老白干酒,2017-12-31,2017/4/22,1.64亿,1.11亿,47.53,9.84,7.05,39.57,25.35亿,24.38亿,3.96,-1.55亿,0.37
51632,600559,老白干酒,2017-09-30,2016/10/27,1.17亿,8307.15万,40.45,7.01,5.3,32.26,17.29亿,16.56亿,4.44,-1.78亿,0.27
51633,600559,老白干酒,2017-06-30,2016/8/26,4748.54万,2468.31万,92.38,2.91,1.59,83.02,11.07亿,10.43亿,6.12,-3.34亿,0.11
51634,600559,老白干酒,2017-03-31,2016/4/26,4131.49万,3054.14万,35.28,2.54,1.96,29.59,6.95亿,6.77亿,2.65,-9705.08万,0.09
51635,600559,老白干酒,2016-12-31,2016/4/26,1.11亿,7504.19万,47.71,7.05,10.83,-34.9,24.38亿,23.36亿,4.39,7.97亿,0.25
51636,600559,老白干酒,2016-09-30,2015/10/30,8307.15万,5729.03万,45.0,5.3,8.34,-36.45,16.56亿,15.20亿,8.92,4.90亿,0.19
51637,600559,老白干酒,2016-06-30,2015/7/31,2468.31万,1759.79万,40.26,1.59,2.62,-39.31,10.43亿,9.15亿,14.02,-1.73亿,0.06
51638,600559,老白干酒,2016-03-31,2015/4/30,3054.14万,2176.86万,40.3,1.96,3.21,-38.94,6.77亿,6.13亿,10.45,-2.23亿,0.17
51639,600559,老白干酒,2015-12-31,2015/2/5,7504.19万,5913.76万,26.89,10.83,9.16,18.23,23.36亿,21.09亿,10.75,3.36亿,0.54
51640,600559,老白干酒,2015-09-30,2014/10/30,5729.03万,4549.01万,25.94,8.34,7.08,17.8,15.20亿,12.38亿,22.78,2.15亿,0.41
51641,600559,老白干酒,2015-06-30,2014/8/15,1759.79万,1419.61万,23.96,2.62,2.25,16.44,9.15亿,6.65亿,37.56,1.37亿,0.13
51642,600559,老白干酒,2015-03-31,2014/4/24,2176.86万,1559.48万,39.59,3.21,2.47,29.96,6.13亿,4.46亿,37.52,1.40亿,0.16
51967,600570,恒生电子,2018-09-30,2017/10/28,3.61亿,2.90亿,24.42,11.41,11.29,1.06,19.63亿,16.51亿,18.93,-1.03亿,0.58
51968,600570,恒生电子,2018-06-30,2017/8/31,3.00亿,2.29亿,31.37,9.43,9.08,3.85,13.61亿,10.80亿,25.98,-3.51亿,0.49
51969,600570,恒生电子,2018-03-31,2017/4/25,5735.45万,4224.91万,35.75,1.85,1.74,6.32,5.33亿,4.43亿,20.29,-5.30亿,0.09
51970,600570,恒生电子,2017-12-31,2017/3/28,4.71亿,1829.14万,2476.18,17.54,0.77,2177.92,26.66亿,21.70亿,22.85,8.05亿,0.76
51971,600570,恒生电子,2017-09-30,2016/10/28,2.90亿,2.05亿,41.15,11.29,8.4,34.4,16.51亿,13.37亿,23.41,-5871.66万,0.47
51972,600570,恒生电子,2017-06-30,2016/8/26,2.29亿,1.64亿,39.36,9.08,6.63,36.95,10.80亿,8.21亿,31.65,-2.43亿,0.37
51973,600570,恒生电子,2017-03-31,2016/4/28,4224.91万,7170.02万,-41.08,1.74,2.92,-40.41,4.43亿,3.37亿,31.42,-4.14亿,0.07
51974,600570,恒生电子,2016-12-31,2016/3/29,1829.14万,4.54亿,-95.97,0.77,20.98,-96.33,21.70亿,22.26亿,-2.49,4.40亿,0.03
51975,600570,恒生电子,2016-09-30,2015/10/24,2.05亿,1.60亿,28.11,8.4,8.09,3.83,13.37亿,12.98亿,3.01,-3.22亿,0.33
51976,600570,恒生电子,2016-06-30,2015/8/22,1.64亿,2.11亿,-22.27,6.63,10.32,-35.76,8.21亿,9.08亿,-9.67,-3.51亿,0.27
51977,600570,恒生电子,2016-03-31,2015/4/25,7170.02万,7077.04万,1.31,2.92,3.6,-18.89,3.37亿,2.74亿,22.93,-3.34亿,0.12
51978,600570,恒生电子,2015-12-31,2015/4/10,4.54亿,3.61亿,25.86,20.98,20.32,3.25,22.26亿,14.22亿,56.52,9.92亿,0.73
51979,600570,恒生电子,2015-09-30,2014/10/28,1.60亿,1.34亿,19.79,8.09,7.93,2.02,12.98亿,7.71亿,68.42,3.11亿,0.26
51980,600570,恒生电子,2015-06-30,2014/8/28,2.11亿,1.14亿,85.22,10.32,6.76,52.66,9.08亿,4.63亿,96.34,1.98亿,0.34
51981,600570,恒生电子,2015-03-31,2014/4/29,7077.04万,5662.63万,24.98,3.6,3.37,6.82,2.74亿,2.02亿,35.91,-763.96万,0.11
52138,600576,祥源文化,2018-09-30,2017/10/27,7181.19万,7732.43万,-7.13,3.75,4.15,-9.64,4.89亿,5.78亿,-15.48,-2.74亿,0.11
52139,600576,祥源文化,2018-06-30,2017/8/11,4050.68万,3875.54万,4.52,2.13,2.27,-6.25,3.46亿,3.16亿,9.53,-1.92亿,0.06
52140,600576,祥源文化,2018-03-31,2017/4/29,2409.61万,2609.41万,-7.66,1.27,1.42,-10.56,1.47亿,1.52亿,-3.08,-1.72亿,0.04
52141,600576,祥源文化,2017-12-31,2017/4/29,9141.58万,1.09亿,-15.95,4.88,6.14,-20.52,7.92亿,7.17亿,10.43,6384.04万,0.14
52142,600576,祥源文化,2017-09-30,2016/10/29,7732.43万,6954.05万,11.19,4.15,3.97,4.53,5.78亿,5.33亿,8.44,-5222.53万,0.12
52143,600576,祥源文化,2017-06-30,2016/8/30,3875.54万,3659.34万,5.91,2.27,2.11,7.68,3.16亿,2.78亿,13.75,-3734.29万,0.06
52144,600576,祥源文化,2017-03-31,2016/4/30,2609.41万,1225.93万,112.85,1.42,0.71,100.0,1.52亿,1.17亿,29.18,-1650.49万,0.04
52145,600576,祥源文化,2016-12-31,2016/3/22,1.09亿,2760.98万,293.94,6.14,2.75,123.27,7.17亿,3.62亿,98.24,-521.92万,0.17
52146,600576,祥源文化,2016-09-30,2015/10/31,6954.05万,1159.81万,499.58,3.97,2.35,68.94,5.33亿,1.53亿,248.95,-1133.13万,0.11
52147,600576,祥源文化,2016-06-30,2015/8/29,3659.34万,-1433.20万,355.33,2.11,-2.99,170.57,2.78亿,276.47万,9942.68,-2349.47万,0.06
52148,600576,祥源文化,2016-03-31,2015/4/28,1225.93万,-365.91万,435.04,0.71,-0.75,194.67,1.17亿,63.96万,18262.41,-3899.79万,0.02
52149,600576,祥源文化,2015-12-31,2015/3/17,2760.98万,-1416.73万,294.88,2.75,-2.87,195.82,3.62亿,1193.33万,2930.57,3354.71万,0.05
52150,600576,祥源文化,2015-09-30,2014/10/29,1159.81万,-1189.46万,197.51,2.35,-2.4,197.92,1.53亿,919.40万,1561.96,152.34万,0.02
52151,600576,祥源文化,2015-06-30,2014/7/23,-1433.20万,-756.41万,-89.47,-2.99,-1.52,-96.71,276.47万,849.59万,-67.46,-2291.80万,-0.07
52152,600576,祥源文化,2015-03-31,2014/4/29,-365.91万,-238.85万,-53.2,-0.75,-0.48,-56.25,63.96万,361.52万,-82.31,-2597.44万,-0.02
52379,600584,长电科技,2018-09-30,2017/10/30,1747.31万,1.65亿,-89.42,0.15,2.41,-93.78,180.85亿,168.60亿,7.27,11.83亿,0.01
52380,600584,长电科技,2018-06-30,2017/8/26,1085.92万,8899.23万,-87.8,0.11,1.36,-91.91,113.03亿,103.22亿,9.5,11.56亿,0.01
52381,600584,长电科技,2018-03-31,2017/4/29,525.08万,3829.77万,-86.29,0.06,0.83,-92.77,54.90亿,50.25亿,9.27,1.38亿,0.0
52382,600584,长电科技,2017-12-31,2017/4/20,3.43亿,1.06亿,222.89,4.89,2.45,99.59,238.56亿,191.55亿,24.54,36.57亿,0.28
52383,600584,长电科技,2017-09-30,2016/10/29,1.65亿,5971.36万,176.63,2.41,1.36,77.21,168.60亿,132.83亿,26.93,26.18亿,0.12
52384,600584,长电科技,2017-06-30,2016/8/25,8899.23万,1071.30万,730.69,1.36,0.25,444.0,103.22亿,75.11亿,37.42,14.58亿,0.07
52385,600584,长电科技,2017-03-31,2016/4/29,3829.77万,2815.45万,36.03,0.83,0.66,25.76,50.25亿,35.06亿,43.29,2.68亿,0.04
52386,600584,长电科技,2016-12-31,2016/4/29,1.06亿,5199.75万,104.5,2.45,1.41,73.76,191.55亿,108.07亿,77.24,26.69亿,0.1
52387,600584,长电科技,2016-09-30,2015/10/31,5971.36万,1.54亿,-61.17,1.36,3.12,-56.43,132.83亿,65.51亿,102.76,14.86亿,0.06
52388,600584,长电科技,2016-06-30,2015/8/27,1071.30万,1.24亿,-91.34,0.25,3.23,-92.26,75.11亿,34.12亿,120.15,8.15亿,0.01
52389,600584,长电科技,2016-03-31,2015/4/30,2815.45万,5207.70万,-45.94,0.66,1.4,-52.86,35.06亿,16.04亿,118.55,1.91亿,0.03
52390,600584,长电科技,2015-12-31,2015/3/25,5199.75万,1.57亿,-66.81,1.41,5.59,-74.78,108.07亿,64.28亿,68.12,17.46亿,0.05
